yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro
2021,AL,SEA,SEA,W,2,162,81.0,90,72,N,N,N,N,697,5355,1209,233,11,199,535,1492.0,64.0,24.0,72.0,36.0,748,688,4.3,1,10,51,4321,1356,197,485,1328,79,135,0.986,Seattle Mariners,T-Mobile Park,1215985.0,95,96,SEA,SEA,SEA
2022,AL,SEA,SEA,W,2,162,81.0,90,72,N,Y,N,N,690,5375,1236,229,19,197,596,1397.0,83.0,27.0,89.0,45.0,623,577,3.59,0,10,40,4341,1277,186,447,1391,69,114,0.988,Seattle Mariners,T-Mobile Park,2287267.0,95,95,SEA,SEA,SEA
2023,AL,SEA,SEA,W,3,162,81.0,88,74,N,N,N,N,758,5500,1332,283,12,210,548,1603.0,118.0,30.0,111.0,37.0,659,602,3.74,2,18,44,4348,1300,184,421,1459,73,123,0.987,Seattle Mariners,T-Mobile Park,2690418.0,95,94,SEA,SEA,SEA
2024,AL,SEA,SEA,W,2,162,81.0,85,77,N,N,N,N,676,5330,1195,228,13,185,571,1625.0,140.0,28.0,116.0,34.0,607,556,3.49,1,15,34,4299,1174,183,369,1416,79,95,0.986,Seattle Mariners,T-Mobile Park,2555813.0,92,92,SEA,SEA,SEA
2021,NL,SFN,SFG,W,1,162,81.0,107,55,Y,N,N,N,804,5462,1360,271,25,241,602,1461.0,66.0,14.0,64.0,30.0,594,524,3.24,2,18,56,4365,1254,151,416,1425,80,122,0.986,San Francisco Giants,Oracle Park,1679484.0,98,97,SFG,SFN,SFN
2022,NL,SFN,SFG,W,3,162,81.0,81,81,N,N,N,N,716,5392,1261,255,18,183,571,1462.0,64.0,16.0,95.0,53.0,697,613,3.85,1,8,39,4299,1397,132,441,1370,100,130,0.983,San Francisco Giants,Oracle Park,2482686.0,99,99,SFG,SFN,SFN
2023,NL,SFN,SFG,W,4,162,81.0,79,83,N,N,N,N,674,5412,1271,256,13,174,544,1492.0,57.0,16.0,81.0,39.0,719,641,4.02,4,11,50,4304,1395,173,403,1359,117,143,0.981,San Francisco Giants,Oracle Park,2500153.0,96,96,SFG,SFN,SFN
2024,NL,SFN,SFG,W,4,162,81.0,80,82,N,N,N,N,693,5460,1303,266,30,177,492,1452.0,68.0,22.0,52.0,47.0,699,653,4.1,2,12,36,4301,1339,153,526,1436,87,135,0.985,San Francisco Giants,Oracle Park,2647736.0,93,93,SFG,SFN,SFN
2021,NL,SLN,STL,C,2,162,81.0,90,72,N,Y,N,N,706,5351,1303,261,22,198,478,1341.0,89.0,22.0,86.0,44.0,672,626,3.98,3,15,50,4251,1234,152,608,1225,84,137,0.986,St. Louis Cardinals,Busch Stadium III,2102530.0,92,92,STL,SLN,SLN
2022,NL,SLN,STL,C,1,162,81.0,93,69,Y,N,N,N,772,5496,1386,290,21,197,537,1226.0,95.0,25.0,80.0,45.0,637,605,3.79,3,17,37,4307,1335,146,489,1177,66,181,0.989,St. Louis Cardinals,Busch Stadium III,3320551.0,94,94,STL,SLN,SLN
2023,NL,SLN,STL,C,5,162,81.0,71,91,N,N,N,N,719,5510,1376,264,12,209,570,1326.0,101.0,29.0,70.0,37.0,829,760,4.79,0,10,36,4285,1549,179,530,1215,67,154,0.989,St. Louis Cardinals,Busch Stadium III,3241091.0,99,99,STL,SLN,SLN
2024,NL,SLN,STL,C,2,162,81.0,83,79,N,N,N,N,672,5507,1363,257,21,165,478,1318.0,91.0,29.0,56.0,47.0,719,652,4.06,0,9,55,4332,1363,174,454,1308,75,155,0.987,St. Louis Cardinals,Busch Stadium III,2878115.0,100,100,STL,SLN,SLN
2021,AL,TBA,TBD,E,1,162,81.0,100,62,Y,N,N,N,857,5507,1336,288,36,222,585,1542.0,88.0,42.0,72.0,41.0,651,593,3.67,1,13,42,4367,1264,184,436,1478,80,130,0.986,Tampa Bay Rays,Tropicana Field,761072.0,92,91,TBR,TBA,TBA
2022,AL,TBA,TBD,E,1,162,81.0,86,76,N,Y,N,N,666,5412,1294,296,17,139,500,1395.0,95.0,37.0,57.0,31.0,614,544,3.41,0,10,44,4307,1260,172,384,1384,84,110,0.985,Tampa Bay Rays,Tropicana Field,1128127.0,95,93,TBR,TBA,TBA
2023,AL,TBA,TBD,E,2,162,81.0,99,63,N,Y,N,N,860,5511,1432,282,24,230,514,1420.0,160.0,41.0,95.0,38.0,665,618,3.86,0,14,45,4326,1258,177,439,1507,75,114,0.987,Tampa Bay Rays,Tropicana Field,1440301.0,98,97,TBR,TBA,TBA
2024,AL,TBA,TBD,E,4,162,81.0,80,82,N,N,N,N,604,5389,1241,245,23,147,493,1485.0,178.0,53.0,78.0,32.0,663,605,3.78,0,12,51,4322,1286,196,445,1406,90,108,0.984,Tampa Bay Rays,Tropicana Field,1337739.0,99,99,TBR,TBA,TBA
2021,AL,TEX,TEX,W,5,162,81.0,60,102,N,N,N,N,625,5405,1254,225,24,167,433,1381.0,106.0,29.0,58.0,31.0,815,758,4.79,0,3,31,4273,1402,232,513,1239,83,146,0.986,Texas Rangers,Globe Life Field,2110258.0,99,101,TEX,TEX,TEX
2022,AL,TEX,TEX,W,4,162,81.0,68,94,N,N,N,N,707,5478,1308,224,20,198,456,1446.0,128.0,41.0,47.0,38.0,743,673,4.22,1,10,37,4305,1345,169,581,1314,96,143,0.984,Texas Rangers,Globe Life Field,2011361.0,100,101,TEX,TEX,TEX
2023,AL,TEX,TEX,W,2,162,81.0,90,72,N,Y,Y,Y,881,5595,1470,326,18,233,599,1416.0,79.0,19.0,53.0,47.0,716,683,4.28,3,13,30,4309,1330,198,491,1351,57,143,0.99,Texas Rangers,Globe Life Field,2533044.0,104,104,TEX,TEX,TEX
2024,AL,TEX,TEX,W,3,162,81.0,78,84,N,N,N,N,683,5472,1302,220,15,176,490,1284.0,97.0,25.0,55.0,30.0,738,694,4.37,0,12,38,4283,1323,198,530,1371,73,106,0.987,Texas Rangers,Globe Life Field,2651553.0,96,96,TEX,TEX,TEX
2021,AL,TOR,TOR,E,4,162,80.0,91,71,N,N,N,N,846,5476,1455,285,13,262,496,1218.0,81.0,20.0,51.0,35.0,663,610,3.91,1,14,34,4216,1257,209,473,1468,90,122,0.984,Toronto Blue Jays,Rogers Centre,805901.0,102,101,TOR,TOR,TOR
2022,AL,TOR,TOR,E,2,162,81.0,92,70,N,Y,N,N,775,5555,1464,307,12,200,500,1242.0,67.0,35.0,55.0,33.0,679,620,3.87,0,10,46,4324,1356,180,424,1390,82,120,0.986,Toronto Blue Jays,Rogers Centre,2653830.0,100,100,TOR,TOR,TOR
2023,AL,TOR,TOR,E,3,162,81.0,89,73,N,Y,N,N,746,5562,1423,292,19,188,550,1303.0,99.0,34.0,69.0,32.0,671,610,3.78,1,15,51,4355,1326,198,488,1528,71,125,0.988,Toronto Blue Jays,Rogers Centre,3021904.0,99,99,TOR,TOR,TOR
2024,AL,TOR,TOR,E,5,162,81.0,74,88,N,N,N,N,671,5410,1306,280,26,156,510,1233.0,72.0,16.0,78.0,45.0,743,681,4.29,3,9,36,4282,1316,208,503,1314,92,125,0.984,Toronto Blue Jays,Rogers Centre,2681236.0,103,103,TOR,TOR,TOR
2021,NL,WAS,WSN,E,5,162,81.0,65,97,N,N,N,N,724,5385,1388,272,20,182,573,1303.0,56.0,26.0,84.0,31.0,820,743,4.8,1,8,36,4183,1364,247,548,1346,96,116,0.983,Washington Nationals,Nationals Park,1465543.0,95,96,WSN,MON,WAS
2022,NL,WAS,WSN,E,5,162,81.0,55,107,N,N,N,N,603,5434,1351,252,20,136,442,1221.0,75.0,31.0,60.0,37.0,855,785,5.0,2,4,28,4235,1469,244,558,1220,104,126,0.982,Washington Nationals,Nationals Park,2026401.0,94,96,WSN,MON,WAS
2023,NL,WAS,WSN,E,5,162,81.0,71,91,N,N,N,N,700,5522,1401,279,26,151,423,1149.0,127.0,29.0,78.0,38.0,845,797,5.02,0,3,42,4285,1512,245,592,1225,90,158,0.985,Washington Nationals,Nationals Park,1865832.0,96,98,WSN,MON,WAS
2024,NL,WAS,WSN,E,4,162,81.0,71,91,N,N,N,N,660,5374,1306,267,18,135,456,1220.0,223.0,73.0,73.0,40.0,764,685,4.3,0,6,40,4302,1429,168,473,1314,109,155,0.981,Washington Nationals,Nationals Park,1967302.0,96,98,WSN,MON,WAS
